symbol,ts,open,high,low,close,volume,interval
AMZN,2026-03-05T15:20:00.000Z,217.65,217.75,216.63,216.74,525910,5min
AMZN,2026-03-05T15:25:00.000Z,216.73,216.84,216.18,216.27,535476,5min
AMZN,2026-03-05T15:30:00.000Z,216.3,216.39,215.72,215.94,684132,5min
AMZN,2026-03-05T15:35:00.000Z,215.94,216.6,215.71,216.6,578456,5min
AMZN,2026-03-05T15:40:00.000Z,216.6,217.26,216.6,217,418968,5min
AMZN,2026-03-05T15:45:00.000Z,217,217.22,216.31,216.6,437750,5min
AMZN,2026-03-05T15:50:00.000Z,216.59,217.26,216.59,217.1,537787,5min
AMZN,2026-03-05T15:55:00.000Z,217.12,217.19,216.58,217.1,484041,5min
AMZN,2026-03-05T16:00:00.000Z,217.08,217.22,216.47,216.57,305640,5min
AMZN,2026-03-05T16:05:00.000Z,216.57,216.8,216.2,216.24,449709,5min
AMZN,2026-03-05T16:10:00.000Z,216.23,216.56,215.92,216.29,537848,5min
AMZN,2026-03-05T16:15:00.000Z,216.26,216.62,216.13,216.24,439506,5min
AMZN,2026-03-05T16:20:00.000Z,216.22,217.19,216.22,216.8,315556,5min
AMZN,2026-03-05T16:25:00.000Z,216.78,217.17,216.66,216.77,331270,5min
AMZN,2026-03-05T16:30:00.000Z,216.74,217.76,216.74,217.4,347851,5min
AMZN,2026-03-05T16:35:00.000Z,217.41,218.09,217.32,217.82,329657,5min
AMZN,2026-03-05T16:40:00.000Z,217.82,217.88,217.28,217.57,281356,5min
AMZN,2026-03-05T16:45:00.000Z,217.56,218.08,217.56,217.8,270352,5min
AMZN,2026-03-05T16:50:00.000Z,217.82,217.97,217.51,217.78,210676,5min
AMZN,2026-03-05T16:55:00.000Z,217.79,218.2,217.77,217.98,251895,5min
AMZN,2026-03-05T17:00:00.000Z,218.01,218.73,217.8,218.72,300186,5min
AMZN,2026-03-05T17:05:00.000Z,218.71,218.84,218.26,218.27,330369,5min
AMZN,2026-03-05T17:10:00.000Z,218.26,218.58,217.96,218.26,347588,5min
AMZN,2026-03-05T17:15:00.000Z,218.25,218.27,217.87,218.07,382386,5min
AMZN,2026-03-05T17:20:00.000Z,218.07,218.21,217.76,218.12,242513,5min
AMZN,2026-03-05T17:25:00.000Z,218.1,218.28,217.52,217.52,318075,5min
